# cr num_clusters num_clusters2 size_max_cluster pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
1.760000000000000000e+02 1.824000000000000000e+03 1.690000000000000000e+02 3.000000000000000000e+00 1.096491228070175517e+00 1.182999999999937879e+00 1.096491228070175517e+00 1.078895999999943234e+00
3.200000000000000000e+02 1.680000000000000000e+03 2.790000000000000000e+02 4.000000000000000000e+00 1.190476190476190466e+00 1.363999999999938595e+00 1.190476190476190466e+00 1.145759999999948375e+00
4.470000000000000000e+02 1.553000000000000000e+03 3.410000000000000000e+02 5.000000000000000000e+00 1.287830006439150132e+00 1.580999999999943118e+00 1.287830006439150132e+00 1.227646499999955676e+00
5.560000000000000000e+02 1.444000000000000000e+03 3.870000000000000000e+02 6.000000000000000000e+00 1.385041551246537495e+00 1.791999999999947857e+00 1.385041551246537495e+00 1.293823999999962338e+00
6.710000000000000000e+02 1.329000000000000000e+03 4.180000000000000000e+02 7.000000000000000000e+00 1.504890895410082807e+00 2.067999999999983629e+00 1.504890895410082807e+00 1.374185999999989027e+00
7.560000000000000000e+02 1.244000000000000000e+03 4.310000000000000000e+02 9.000000000000000000e+00 1.607717041800643010e+00 2.297000000000045450e+00 1.607717041800643010e+00 1.428734000000028370e+00
8.100000000000000000e+02 1.190000000000000000e+03 4.410000000000000000e+02 9.000000000000000000e+00 1.680672268907563049e+00 2.454000000000048587e+00 1.680672268907563049e+00 1.460130000000028794e+00
8.760000000000000000e+02 1.124000000000000000e+03 4.460000000000000000e+02 1.000000000000000000e+01 1.779359430604982251e+00 2.693000000000048022e+00 1.779359430604982251e+00 1.513466000000026845e+00
9.200000000000000000e+02 1.080000000000000000e+03 4.410000000000000000e+02 1.000000000000000000e+01 1.851851851851851860e+00 2.890000000000049418e+00 1.851851851851851860e+00 1.560600000000026633e+00
9.780000000000000000e+02 1.023000000000000000e+03 4.460000000000000000e+02 1.100000000000000000e+01 1.955034213098729268e+00 3.109000000000047059e+00 1.955034213098729268e+00 1.590253500000023967e+00
1.022000000000000000e+03 9.790000000000000000e+02 4.440000000000000000e+02 1.100000000000000000e+01 2.042900919305413510e+00 3.292000000000046889e+00 2.042900919305413510e+00 1.611434000000023126e+00
1.062000000000000000e+03 9.400000000000000000e+02 4.410000000000000000e+02 1.100000000000000000e+01 2.127659574468085069e+00 3.454000000000045034e+00 2.127659574468085069e+00 1.623380000000021139e+00
1.102000000000000000e+03 9.000000000000000000e+02 4.330000000000000000e+02 1.400000000000000000e+01 2.222222222222222321e+00 3.685000000000047571e+00 2.222222222222222321e+00 1.658250000000021318e+00
1.130000000000000000e+03 8.720000000000000000e+02 4.280000000000000000e+02 1.500000000000000000e+01 2.293577981651376163e+00 3.912000000000049216e+00 2.293577981651376163e+00 1.705632000000021353e+00
1.154000000000000000e+03 8.480000000000000000e+02 4.210000000000000000e+02 1.700000000000000000e+01 2.358490566037735992e+00 4.088999999999971990e+00 2.358490566037735992e+00 1.733735999999987953e+00
1.171000000000000000e+03 8.310000000000000000e+02 4.190000000000000000e+02 1.700000000000000000e+01 2.406738868832731804e+00 4.202999999999962100e+00 2.406738868832731804e+00 1.746346499999984037e+00
1.185000000000000000e+03 8.180000000000000000e+02 4.140000000000000000e+02 1.700000000000000000e+01 2.444987775061124857e+00 4.303999999999946979e+00 2.444987775061124857e+00 1.760335999999978140e+00
1.200000000000000000e+03 8.020000000000000000e+02 4.080000000000000000e+02 1.700000000000000000e+01 2.493765586034912829e+00 4.437999999999940215e+00 2.493765586034912829e+00 1.779637999999975850e+00
1.209000000000000000e+03 7.930000000000000000e+02 4.050000000000000000e+02 1.700000000000000000e+01 2.522068095838587709e+00 4.562999999999930445e+00 2.522068095838587709e+00 1.809229499999972290e+00
1.221000000000000000e+03 7.810000000000000000e+02 4.040000000000000000e+02 1.800000000000000000e+01 2.560819462227912791e+00 4.612999999999936485e+00 2.560819462227912791e+00 1.801376499999975289e+00
1.235000000000000000e+03 7.690000000000000000e+02 4.090000000000000000e+02 1.700000000000000000e+01 2.600780234070220853e+00 4.608999999999937813e+00 2.600780234070220853e+00 1.772160499999976269e+00
1.256000000000000000e+03 7.480000000000000000e+02 4.060000000000000000e+02 1.800000000000000000e+01 2.673796791443850296e+00 4.715999999999938908e+00 2.673796791443850296e+00 1.763783999999977148e+00
1.262000000000000000e+03 7.420000000000000000e+02 4.060000000000000000e+02 1.800000000000000000e+01 2.695417789757412308e+00 4.759999999999939391e+00 2.695417789757412308e+00 1.765959999999977548e+00
1.272000000000000000e+03 7.320000000000000000e+02 4.010000000000000000e+02 1.800000000000000000e+01 2.732240437158469870e+00 4.921999999999935760e+00 2.732240437158469870e+00 1.801451999999976517e+00
1.279000000000000000e+03 7.250000000000000000e+02 3.960000000000000000e+02 1.800000000000000000e+01 2.758620689655172598e+00 4.958999999999933905e+00 2.758620689655172598e+00 1.797637499999976018e+00
